Code,Klassifikator,Klassifikator_ru,Klassifikator_en,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
520,Nauru,Науру,Nauru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0
108,Burundi,Бурунди,Burundi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
262,Djibuti,Джибути,Djibouti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.15,0.0
484,Meksika,Мексика,Mexico,629.64,604.72,3326.07,14038.42,10586.5,6407.78,4850.89,4369.42,7327.46,99264.74,18933.55,19129.39,105148.48,279516.4
690,Seyshel orolllari,Сейшельские Острова,Seychelles,146.77,0.01,7.16,22.31,12.52,69.0,0.01,0.0,0.02,0.0,0.67,1.47,5.98,83.9
882,Samoa,Самоа,Samoa,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,Gvadelupa,Гваделупа,Guadeloupe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.0
626,Timor-Leshte,Тимор-Лешти,Timor-Leste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
624,Gvineya-Bisau,Гвинея-Бисау,Guinea-Bissau,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0
116,Kambodja,Камбоджа,Cambodia,0.2,0.1,0.0,0.16,9.36,19.32,29.73,24.79,50.81,55.46,53.17,120.45,490.3,1471.2
270,Gambiya,Гамбия,Gambia,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
492,Monako,Монако,Monaco,5.94,12.64,46.36,127.57,0.0,0.0,9.72,85.23,0.03,1845.22,0.0,119.38,1.11,0.6
694,Serra-Leone,Сьерра-Леоне,Sierra Leone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,15.02,10.3
887,Yaman,Йемен,Yemen,0.17,0.08,0.17,0.07,0.08,0.0,0.08,0.01,0.02,0.04,2.92,0.0,0.003,0.0
316,Guam,Гуам,Guam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0
646,Ruanda,Руанда,Rwanda,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.4,1.64,44.5
120,Kamerun,Камерун,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0,4.87,0.0,0.0,0.0,0.0,28.0,0.08,1.4
275,Palestin Davlati,Государство Палестина,State of Palestine,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.28,0.49,0.98,17.71,0.01,210.36,289.6
499,Chernogoriya,Черногория,Montenegro,0.0,0.0,0.0,0.14,0.09,1365.12,106.87,40.34,0.63,0.01,0.0,0.17,78.39,1209.2
716,Zimbabve,Зимбабве,Zimbabwe,1487.15,208.3,0.09,591.93,1697.46,3730.62,803.71,2526.92,1072.93,1651.18,1486.1,913.83,2318.83,1125.2
894,Zambiya,Замбия,Zambia,19.87,228.8,6.48,5.0,0.02,53.33,0.0,0.14,0.03,0.0,0.0,0.0,66.2,0.0
324,Gvineya,Гвинея,Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.01,0.0
654,Avliyo Yelena Oroli,Остров Святой Елены,Saint Helena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Markaziy Afrika Respublikasi,Центральноафриканская Республика,Central African Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,0.0,0.03,0.05,0.0,0.0,0.0
288,Gana,Гана,Ghana,42.5,127.3,135.38,1.0,0.85,182.37,48.45,282.49,180.19,274.74,996.23,2103.84,3037.44,2248.6
512,Ummon,Оман,Oman,0.2,2.99,0.1,0.92,0.23,3.55,78.96,0.59,0.34,154.22,5.67,34.69,3914.81,625.3
028,Antigua va Barbuda,Антигуа и Барбуда,Antigua and Barbuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.77,0.0,0.0,13.04,0.0,0.0
328,Gayana,Гайана,Guyana,0.0,0.92,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,8.83,0.31,0.7,6.4
736,Sudan,Судан,Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.387,1.237,83.956,10.9986412,0.0,7.974,14.0,0.0
144,Shri-Lanka,Шри-Ланка,Sri Lanka,1246.99,593.52,2448.95,2637.39,1005.25,1261.99,2358.52,1159.73,881.27,2180.88,1516.67,2382.16,2851.79,4036.2
292,Gibraltar,Гибралтар,Gibraltar,0.5,0.0,0.0,3.11,0.71,0.01,0.0,0.0,54.25,0.0,0.0,0.0,23.76,2.1
516,Namibiya,Намибия,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,13.42,0.0,0.23,0.0,0.0,0.19,0.0,0.0
740,Surinam,Суринам,Suriname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.06,0.0,0.0
052,Barbados,Барбадос,Barbados,0.0,0.0,0.05,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,4.84,58.2,56.5
332,Gaiti,Гаити,Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,Sent-Lyusiya,Сент-Люсия,Saint Lucia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
152,Chili,Чили,Chile,28.21,101.48,145.45,164.6,469.51,384.94,328.7,354.8,267.67,393.88,244.97,453.25,759.17,1522.3
304,Grenlandiya,Гренландия,Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,0.88,3.0
524,Nepal,Непал,Nepal,1.5,0.3,0.2,0.2,0.2,0.13,0.04,79.67,0.07,287.66,7.41,22.27,7.93,37.2
748,Esvatini,Эсватини,Eswatini,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.01,0.0,0.06,4.52,0.85,0.0
060,Bermuda,Бермудские острова,Bermuda,335.0,399.0,2.5,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,80.7
336,Vatikan,Ватикан,Vatican,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Kolumbiya,Колумбия,Colombia,16.79,0.15,24.27,231.76,15.39,23.48,488.57,38.83,6.52,17.84,49.47,50.19,65.61,330.6
308,Grenada,Гренада,Grenada,0.0,0.0,21.42,0.0,0.0,0.0,0.0,0.0,0.08,2.24,0.0,0.0,0.19,18.7
548,Vanuatu,Вануату,Vanuatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0
760,Suriya Arab Respublikasi,Сирийская Арабская Республика,Syrian Arab Republic,930.24,1289.6,900.06,188.92,83.41,0.0,88.82,3.82,2.26,56.23,22.06,27.82,47.7,50.1
074,Buve oroli,Остров Буве,Bouvet Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,Lesoto,Лесото,Lesotho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
178,Kongo,Конго,Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,Gvatemala,Гватемала,Guatemala,100.46,458.61,0.0,377.39,457.19,468.7,341.88,54.69,353.33,495.29,447.76,207.58,176.31,248.5
558,Nikaragua,Никарагуа,Nicaragua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,3.86,0.0,2.1,6.06,7.5,12.8
768,Togo,Того,Togo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
096,Bruney-Darussalom,Бруней-Даруссалам,Brunei Darussalam,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.08,0.0,0.0,0.11,0.31,1.6
430,Liberiya,Либерия,Liberia,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
706,Somali,Сомали,Somalia,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.02,0.07,0.0,0.0,0.0,0.0
180,Kongo Demokratik Respublikasi,Демократическая Республика Конго,Democratic Republic of the Congo,0.0,0.0,3.84,0.0,0.0,1.29,1.89,18.79,8.15,3.49,0.0,0.0,0.0,0.0
340,Gonduras,Гондурас,Honduras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.69,4.82,165.08,109.53,65.44,25.7
562,Niger,Нигер,Niger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.0001,0.0
776,Tonga,Тонга,Tonga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Kabo-Verde,Кабо-Верде,Cabo Verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0
454,Malavi,Малави,Malawi,507.77,535.72,18.56,196.73,7.06,619.13,331.54,205.44,371.27,143.7,350.01,33.37,0.0,13.6
732,G'arbiy Saxara,Западная Сахара,Western Sahara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Kosta-Rika,Коста-Рика,Costa Rica,19.5,6.04,0.02,8.35,333.39,251.07,54.92,43.53,535.19,106.29,68.36,139.89,584.98,556.8
344,Gonkong,Гонконг,Hong Kong,5585.14,7178.28,22657.12,15726.9,10798.61,11096.3,17370.26,17800.78,19710.93,57718.69,49516.78,41823.09,65519.02,120021.4
566,Nigeriya,Нигерия,Nigeria,0.0,0.04,6.0,0.0,29.09,1.0,1.47,1.65,2.03,2.41,6.94,19.0,0.24,10.1
780,Trinidad va Tobago,Тринидад и Тобаго,Trinidad and Tobago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,1.39,0.0,0.14,5.57,4.6
191,Xorvatiya,Хорватия,Croatia,1102.91,1518.7,1478.13,2027.94,475.65,90.0,132.24,461.48,173.37,377.54,379.77,699.18,746.13,1328.0
352,Islandiya,Исландия,Iceland,1154.19,944.77,1256.98,0.0,12.09,52.39,21.14,10.89,33.09,93.12,28.82,1.81,47.2,25.1
591,Panama,Панама,Panama,0.0,2.52,176.32,0.0,127.3,200.89,0.0,0.18,30.07,25.0,0.0,1.24,28.88,41.9
788,Tunis,Тунис,Tunisia,0.35,1.01,20.5,10.45,55.9,18.27,37.57,145.56,198.56,88.55,127.0,316.51,706.85,989.1
136,Kayman oroli,Кайман острова,Cayman Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,250.0,0.0,0.0,0.0,18803.4
450,Madagaskar,Мадагаскар,Madagascar,0.0,0.0,0.2,0.04,0.79,1.33,0.72,1.35,4.25,9.83,4.4,9.22,21.16,53.6
